Periodicity;Year;Quarter;Month;Indicator;Value in Different Units;Date;Date_Object
Monthly;2023;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;28370425.436;JUL 2023;2023-07-01
Monthly;2024;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;25803566.1204744;JAN 2024;2024-01-01
Monthly;2024;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;25158006.4948045;JUL 2024;2024-07-01
Monthly;2024;;AUG;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;27186039.7919049;AUG 2024;2024-08-01
Monthly;2024;;NOV;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;25694533.6509171;NOV 2024;2024-11-01
Monthly;2025;;APR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;23249626.7272672;APR 2025;2025-04-01
Monthly;2025;;MAY;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;26416928.5469136;MAY 2025;2025-05-01
Monthly;2025;;SEP;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;25222836.6199536;SEP 2025;2025-09-01
Monthly;2025;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;25943224.7596739;OCT 2025;2025-10-01
Monthly;2019;;MAY;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);624179.5831;MAY 2019;2019-05-01
Monthly;2019;;SEP;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);1169310.50321;SEP 2019;2019-09-01
Monthly;2020;;JUN;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);3733420.31488;JUN 2020;2020-06-01
Monthly;2020;;SEP;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);3721733.12712;SEP 2020;2020-09-01
Monthly;2020;;OCT;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);3848355.34534;OCT 2020;2020-10-01
Monthly;2021;;JUL;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);6328298.95200999;JUL 2021;2021-07-01
Monthly;2022;;JAN;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);8228908.19897999;JAN 2022;2022-01-01
Monthly;2022;;FEB;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);8020187.26981;FEB 2022;2022-02-01
Monthly;2023;;JUN;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);13386388.59986;JUN 2023;2023-06-01
Monthly;2024;;FEB;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);14106978.47953;FEB 2024;2024-02-01
Monthly;2024;;MAY;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);16216348.7808799;MAY 2024;2024-05-01
Monthly;2024;;DEC;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);19368523.6549001;DEC 2024;2024-12-01
Monthly;2025;;APR;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);23270071.6183193;APR 2025;2025-04-01
Monthly;2026;;FEB;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);30419760.60515;FEB 2026;2026-02-01
Monthly;2019;;FEB;E-Commerce Transactions Using Mada Cards : Number of Transactions;1229939.0;FEB 2019;2019-02-01
Monthly;2019;;APR;E-Commerce Transactions Using Mada Cards : Number of Transactions;2072183.0;APR 2019;2019-04-01
Monthly;2019;;NOV;E-Commerce Transactions Using Mada Cards : Number of Transactions;5366943.0;NOV 2019;2019-11-01
Monthly;2020;;JUN;E-Commerce Transactions Using Mada Cards : Number of Transactions;17239315.0;JUN 2020;2020-06-01
Monthly;2020;;NOV;E-Commerce Transactions Using Mada Cards : Number of Transactions;17960198.0;NOV 2020;2020-11-01
Monthly;2021;;NOV;E-Commerce Transactions Using Mada Cards : Number of Transactions;37075459.0;NOV 2021;2021-11-01
Monthly;2022;;AUG;E-Commerce Transactions Using Mada Cards : Number of Transactions;51775436.0;AUG 2022;2022-08-01
Monthly;2022;;DEC;E-Commerce Transactions Using Mada Cards : Number of Transactions;64387871.0;DEC 2022;2022-12-01
Monthly;2024;;JAN;E-Commerce Transactions Using Mada Cards : Number of Transactions;83371400.0;JAN 2024;2024-01-01
Monthly;2025;;APR;E-Commerce Transactions Using Mada Cards : Number of Transactions;132095811.0;APR 2025;2025-04-01
Monthly;2025;;JUN;E-Commerce Transactions Using Mada Cards : Number of Transactions;141551407.0;JUN 2025;2025-06-01
Monthly;2026;;JAN;E-Commerce Transactions Using Mada Cards : Number of Transactions;177684816.0;JAN 2026;2026-01-01
Annually;1995;;;Total POS :  Sales (In Thousand Riyals);2005531.505;1995;1995-01-01
Annually;1996;;;Total POS :  Sales (In Thousand Riyals);3214952.502;1996;1996-01-01
Annually;1997;;;Total POS :  Sales (In Thousand Riyals);4102409.521;1997;1997-01-01
Annually;1998;;;Total POS :  Sales (In Thousand Riyals);5004437.0;1998;1998-01-01
Annually;1999;;;Total POS :  Sales (In Thousand Riyals);6278034.0;1999;1999-01-01
Annually;2001;;;Total POS :  Sales (In Thousand Riyals);10238545.0;2001;2001-01-01
Annually;2007;;;Total POS :  Sales (In Thousand Riyals);39430624.0;2007;2007-01-01
Annually;2011;;;Total POS :  Sales (In Thousand Riyals);98904916.0;2011;2011-01-01
Annually;2013;;;Total POS :  Sales (In Thousand Riyals);134194183.415;2013;2013-01-01
Annually;2020;;;Total POS :  Sales (In Thousand Riyals);357297966.48674;2020;2020-01-01
Annually;2023;;;Total POS :  Sales (In Thousand Riyals);613956933.324021;2023;2023-01-01
Annually;1998;;;Total POS :  Number of Transactions;10896137.0;1998;1998-01-01
Annually;2000;;;Total POS :  Number of Transactions;17970971.0;2000;2000-01-01
Annually;2011;;;Total POS :  Number of Transactions;190301481.0;2011;2011-01-01
Annually;2015;;;Total POS :  Number of Transactions;394915865.0;2015;2015-01-01
Annually;2017;;;Total POS :  Number of Transactions;708119092.0;2017;2017-01-01
Annually;2020;;;Total POS :  Number of Transactions;2852864282.0;2020;2020-01-01
Annually;1993;;;Total POS :  Number of Points of Sale Terminals;1274.0;1993;1993-01-01
Annually;1998;;;Total POS :  Number of Points of Sale Terminals;15885.0;1998;1998-01-01
Annually;2007;;;Total POS :  Number of Points of Sale Terminals;61557.0;2007;2007-01-01
Annually;2009;;;Total POS :  Number of Points of Sale Terminals;82620.0;2009;2009-01-01
Annually;2010;;;Total POS :  Number of Points of Sale Terminals;80505.0;2010;2010-01-01
Annually;2011;;;Total POS :  Number of Points of Sale Terminals;88793.0;2011;2011-01-01
Annually;2020;;;Total POS :  Number of Points of Sale Terminals;721060.0;2020;2020-01-01
Annually;2021;;;Total POS :  Number of Points of Sale Terminals;1013233.0;2021;2021-01-01
Annually;2024;;;Total POS :  Number of Points of Sale Terminals;1981111.0;2024;2024-01-01
Annually;2025;;;Total POS :  Number of Points of Sale Terminals;2330051.0;2025;2025-01-01
Annually;2022;;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;3063616170.0;2022;2022-01-01
Annually;2020;;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;54869660.89738;2020;2020-01-01
Annually;2024;;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;314771680.929331;2024;2024-01-01
Annually;2024;;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;311263446.599216;2024;2024-01-01
Annually;2019;;;E-Commerce Transactions Using Mada Cards : Number of Transactions;38144136.0;2019;2019-01-01
Annually;2020;;;E-Commerce Transactions Using Mada Cards : Number of Transactions;170308987.0;2020;2020-01-01
Annually;2024;;;E-Commerce Transactions Using Mada Cards : Number of Transactions;1125931637.0;2024;2024-01-01
Quarterly;1995;Q2;;Total POS :  Sales (In Thousand Riyals);451253.495;Q2 1995;1995-04-01
Quarterly;1998;Q1;;Total POS :  Sales (In Thousand Riyals);1170443.0;Q1 1998;1998-01-01
Quarterly;2002;Q1;;Total POS :  Sales (In Thousand Riyals);2910534.0;Q1 2002;2002-01-01
Quarterly;2002;Q3;;Total POS :  Sales (In Thousand Riyals);3879559.0;Q3 2002;2002-07-01
Quarterly;2003;Q1;;Total POS :  Sales (In Thousand Riyals);4061008.0;Q1 2003;2003-01-01
Quarterly;2004;Q1;;Total POS :  Sales (In Thousand Riyals);5525023.0;Q1 2004;2004-01-01
Quarterly;2008;Q4;;Total POS :  Sales (In Thousand Riyals);11744920.0;Q4 2008;2008-10-01
Quarterly;2009;Q3;;Total POS :  Sales (In Thousand Riyals);14674875.0;Q3 2009;2009-07-01
Quarterly;2010;Q1;;Total POS :  Sales (In Thousand Riyals);16131313.0;Q1 2010;2010-01-01
Quarterly;2011;Q3;;Total POS :  Sales (In Thousand Riyals);25837271.0;Q3 2011;2011-07-01
Quarterly;2013;Q2;;Total POS :  Sales (In Thousand Riyals);35701698.454;Q2 2013;2013-04-01
Quarterly;2015;Q4;;Total POS :  Sales (In Thousand Riyals);41391772.779;Q4 2015;2015-10-01
Quarterly;2017;Q1;;Total POS :  Sales (In Thousand Riyals);46227001.284;Q1 2017;2017-01-01
Quarterly;2017;Q2;;Total POS :  Sales (In Thousand Riyals);53405079.533;Q2 2017;2017-04-01
Quarterly;2018;Q1;;Total POS :  Sales (In Thousand Riyals);51361308.0;Q1 2018;2018-01-01
Quarterly;2019;Q2;;Total POS :  Sales (In Thousand Riyals);72708719.5102279;Q2 2019;2019-04-01
Quarterly;2020;Q2;;Total POS :  Sales (In Thousand Riyals);76645526.7525937;Q2 2020;2020-04-01
Quarterly;2020;Q3;;Total POS :  Sales (In Thousand Riyals);95874353.91372;Q3 2020;2020-07-01
Quarterly;2021;Q1;;Total POS :  Sales (In Thousand Riyals);109165265.83618;Q1 2021;2021-01-01
Quarterly;2023;Q2;;Total POS :  Sales (In Thousand Riyals);153222545.725605;Q2 2023;2023-04-01
Quarterly;2023;Q3;;Total POS :  Sales (In Thousand Riyals);154492072.258677;Q3 2023;2023-07-01
Quarterly;2023;Q4;;Total POS :  Sales (In Thousand Riyals);157703571.365901;Q4 2023;2023-10-01
Quarterly;2024;Q1;;Total POS :  Sales (In Thousand Riyals);167198884.50394;Q1 2024;2024-01-01
Quarterly;2024;Q2;;Total POS :  Sales (In Thousand Riyals);162205009.66115;Q2 2024;2024-04-01
Quarterly;2024;Q4;;Total POS :  Sales (In Thousand Riyals);171289354.886897;Q4 2024;2024-10-01
Quarterly;2025;Q1;;Total POS :  Sales (In Thousand Riyals);181737947.558569;Q1 2025;2025-01-01
Quarterly;2025;Q3;;Total POS :  Sales (In Thousand Riyals);179699311.73349;Q3 2025;2025-07-01
Quarterly;2025;Q4;;Total POS :  Sales (In Thousand Riyals);180010278.287861;Q4 2025;2025-10-01
Quarterly;1995;Q1;;Total POS :  Number of Transactions;826876.0;Q1 1995;1995-01-01
Quarterly;1996;Q3;;Total POS :  Number of Transactions;1705763.0;Q3 1996;1996-07-01
Quarterly;1997;Q3;;Total POS :  Number of Transactions;2183865.0;Q3 1997;1997-07-01
Quarterly;1998;Q1;;Total POS :  Number of Transactions;2479269.0;Q1 1998;1998-01-01
Quarterly;1998;Q2;;Total POS :  Number of Transactions;2582656.0;Q2 1998;1998-04-01
Quarterly;1998;Q4;;Total POS :  Number of Transactions;3109791.0;Q4 1998;1998-10-01
Quarterly;1999;Q1;;Total POS :  Number of Transactions;3183015.0;Q1 1999;1999-01-01
Quarterly;1999;Q4;;Total POS :  Number of Transactions;4074010.0;Q4 1999;1999-10-01
Quarterly;2001;Q2;;Total POS :  Number of Transactions;5928545.0;Q2 2001;2001-04-01
Quarterly;2002;Q2;;Total POS :  Number of Transactions;8099380.0;Q2 2002;2002-04-01
Quarterly;2002;Q3;;Total POS :  Number of Transactions;8471964.0;Q3 2002;2002-07-01
Quarterly;2003;Q4;;Total POS :  Number of Transactions;11880361.0;Q4 2003;2003-10-01
Quarterly;2005;Q1;;Total POS :  Number of Transactions;15332572.0;Q1 2005;2005-01-01
Quarterly;2005;Q2;;Total POS :  Number of Transactions;16662286.0;Q2 2005;2005-04-01
Quarterly;2005;Q4;;Total POS :  Number of Transactions;18396377.0;Q4 2005;2005-10-01
Quarterly;2006;Q2;;Total POS :  Number of Transactions;20534885.0;Q2 2006;2006-04-01
Quarterly;2006;Q3;;Total POS :  Number of Transactions;21061584.0;Q3 2006;2006-07-01
Quarterly;2006;Q4;;Total POS :  Number of Transactions;21692538.0;Q4 2006;2006-10-01
Quarterly;2007;Q4;;Total POS :  Number of Transactions;25054620.0;Q4 2007;2007-10-01
Quarterly;2008;Q1;;Total POS :  Number of Transactions;29365548.0;Q1 2008;2008-01-01
Quarterly;2008;Q3;;Total POS :  Number of Transactions;31645059.0;Q3 2008;2008-07-01
Quarterly;2008;Q4;;Total POS :  Number of Transactions;28711174.0;Q4 2008;2008-10-01
Quarterly;2009;Q3;;Total POS :  Number of Transactions;31274542.0;Q3 2009;2009-07-01
Quarterly;2010;Q1;;Total POS :  Number of Transactions;34517161.0;Q1 2010;2010-01-01
Quarterly;2010;Q3;;Total POS :  Number of Transactions;38862046.0;Q3 2010;2010-07-01
Quarterly;2010;Q4;;Total POS :  Number of Transactions;40037595.0;Q4 2010;2010-10-01
Quarterly;2015;Q1;;Total POS :  Number of Transactions;94553105.0;Q1 2015;2015-01-01
Quarterly;2018;Q2;;Total POS :  Number of Transactions;248620459.0;Q2 2018;2018-04-01
Quarterly;2019;Q1;;Total POS :  Number of Transactions;326126619.0;Q1 2019;2019-01-01
Quarterly;2020;Q2;;Total POS :  Number of Transactions;502021137.0;Q2 2020;2020-04-01
Quarterly;2020;Q3;;Total POS :  Number of Transactions;828794836.0;Q3 2020;2020-07-01
Quarterly;2022;Q1;;Total POS :  Number of Transactions;1634182021.0;Q1 2022;2022-01-01
Quarterly;2022;Q3;;Total POS :  Number of Transactions;1900816276.0;Q3 2022;2022-07-01
Quarterly;2022;Q4;;Total POS :  Number of Transactions;2017279371.0;Q4 2022;2022-10-01
Quarterly;2023;Q1;;Total POS :  Number of Transactions;2041747796.0;Q1 2023;2023-01-01
Quarterly;2023;Q3;;Total POS :  Number of Transactions;2318367827.0;Q3 2023;2023-07-01
Quarterly;2023;Q4;;Total POS :  Number of Transactions;2437614507.0;Q4 2023;2023-10-01
Quarterly;2025;Q2;;Total POS :  Number of Transactions;2799676324.0;Q2 2025;2025-04-01
Quarterly;1995;Q1;;Total POS :  Number of Points of Sale Terminals;11019.0;Q1 1995;1995-01-01
Quarterly;1997;Q2;;Total POS :  Number of Points of Sale Terminals;16112.0;Q2 1997;1997-04-01
Quarterly;1998;Q1;;Total POS :  Number of Points of Sale Terminals;15886.0;Q1 1998;1998-01-01
Quarterly;1998;Q4;;Total POS :  Number of Points of Sale Terminals;15885.0;Q4 1998;1998-10-01
Quarterly;1999;Q4;;Total POS :  Number of Points of Sale Terminals;16419.0;Q4 1999;1999-10-01
Quarterly;2009;Q3;;Total POS :  Number of Points of Sale Terminals;75241.0;Q3 2009;2009-07-01
Quarterly;2010;Q4;;Total POS :  Number of Points of Sale Terminals;80505.0;Q4 2010;2010-10-01
Quarterly;2011;Q2;;Total POS :  Number of Points of Sale Terminals;84473.0;Q2 2011;2011-04-01
Quarterly;2011;Q4;;Total POS :  Number of Points of Sale Terminals;88793.0;Q4 2011;2011-10-01
Quarterly;2013;Q4;;Total POS :  Number of Points of Sale Terminals;107763.0;Q4 2013;2013-10-01
Quarterly;2014;Q4;;Total POS :  Number of Points of Sale Terminals;138779.0;Q4 2014;2014-10-01
Quarterly;2016;Q1;;Total POS :  Number of Points of Sale Terminals;249229.0;Q1 2016;2016-01-01
Quarterly;2016;Q3;;Total POS :  Number of Points of Sale Terminals;261828.0;Q3 2016;2016-07-01
Quarterly;2017;Q4;;Total POS :  Number of Points of Sale Terminals;303464.0;Q4 2017;2017-10-01
Quarterly;2018;Q2;;Total POS :  Number of Points of Sale Terminals;324300.0;Q2 2018;2018-04-01
Quarterly;2020;Q2;;Total POS :  Number of Points of Sale Terminals;531705.0;Q2 2020;2020-04-01
Quarterly;2022;Q1;;Total POS :  Number of Points of Sale Terminals;1136469.0;Q1 2022;2022-01-01
Quarterly;2023;Q1;;Total POS :  Number of Points of Sale Terminals;1576180.0;Q1 2023;2023-01-01
Quarterly;2023;Q4;;Total POS :  Number of Points of Sale Terminals;1739070.0;Q4 2023;2023-10-01
Quarterly;2024;Q1;;Total POS :  Number of Points of Sale Terminals;1780710.0;Q1 2024;2024-01-01
Quarterly;2024;Q2;;Total POS :  Number of Points of Sale Terminals;1802069.0;Q2 2024;2024-04-01
Quarterly;2019;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;57253374.0;Q4 2019;2019-10-01
Quarterly;2024;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;1451904281.0;Q4 2024;2024-10-01
Quarterly;2025;Q1;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;1433506515.0;Q1 2025;2025-01-01
Quarterly;2025;Q3;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;1638246567.0;Q3 2025;2025-07-01
Quarterly;2019;Q2;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;157974572.0;Q2 2019;2019-04-01
Quarterly;2020;Q3;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;552799484.0;Q3 2020;2020-07-01
Quarterly;2020;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;637989036.0;Q4 2020;2020-10-01
Quarterly;2022;Q1;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;913095753.0;Q1 2022;2022-01-01
Quarterly;2022;Q3;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1023924639.0;Q3 2022;2022-07-01
Quarterly;2022;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1066468340.0;Q4 2022;2022-10-01
Quarterly;2023;Q2;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1117950027.0;Q2 2023;2023-04-01
Quarterly;2025;Q3;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1227238137.0;Q3 2025;2025-07-01
Quarterly;2025;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1266951575.0;Q4 2025;2025-10-01
Quarterly;2019;Q3;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;2581088.98;Q3 2019;2019-07-01
Quarterly;2020;Q1;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;7184123.514;Q1 2020;2020-01-01
Quarterly;2021;Q1;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;25393495.243471;Q1 2021;2021-01-01
